日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-08-27,12.23,12.28,12.33,12.06,446690.0,0,0.0,0.0,0.0,0
2026-08-28,12.26,12.46,12.55,12.17,452647.0,0,3.094462540716619,1.465798045602618,0.1800000000000015,0
2026-08-31,12.45,12.48,12.49,12.2,356102.0,0,2.327447833065818,0.16051364365970766,0.019999999999999574,0
2026-09-01,12.38,12.96,13.09,12.37,964511.0,0,5.7692307692307745,3.8461538461538494,0.4800000000000004,0
2026-09-02,12.87,12.61,12.97,12.55,468563.0,0,3.24074074074074,-2.700617283950628,-0.3500000000000014,0
2026-09-03,12.67,12.85,12.91,12.52,484557.0,0,3.0927835051546437,1.9032513877874722,0.2400000000000002,0
2026-09-04,12.72,13.12,13.14,12.65,698958.0,0,3.8132295719844373,2.101167315175094,0.2699999999999996,0
2026-09-07,13.0,13.06,13.1,12.73,531564.94,0,0.0,0.0,0.0,0
