日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-08-27,15.98,15.88,16.18,15.78,52667.0,0,0.0,0.0,0.0,0
2026-08-28,15.82,16.01,16.35,15.78,44768.0,0,3.5894206549118515,0.8186397984886697,0.13000000000000078,0
2026-08-31,15.8,16.6,16.7,15.64,60090.0,0,6.620861961274195,3.6851967520299804,0.5899999999999999,0
2026-09-01,16.89,16.77,16.95,16.4,60432.0,0,3.3132530120481967,1.0240963855421574,0.16999999999999815,0
2026-09-02,17.11,16.83,17.33,16.66,74435.0,0,3.9952295766249146,0.3577817531305827,0.05999999999999872,0
2026-09-03,16.91,17.23,17.47,16.79,92307.0,0,4.04040404040404,2.376708259061213,0.40000000000000213,0
2026-09-04,17.29,17.33,17.7,17.19,83901.0,0,2.959953569355763,0.5803830528148454,0.09999999999999787,0
